"CARRER","NOM_CARRER","PRIMER_NUM","ULTIM_NUM","TIPUSNUM","DISTRICTE","SECC_CENS","AEB","BARRI","SECC_EST","DPOSTAL"
"056504","Camèlies","0002","0040","2","06","086","134","32","115","08024"
"056504","Camèlies","0042B","0042B","2","06","087","134","32","114","08024"
"056504","Camèlies","0042","0042","2","06","086","134","32","115","08024"
"056504","Camèlies","0044","0068","2","07","017","137","33","079","08024"
"056504","Camèlies","0101","0115","1","07","016","137","33","081","08024"
"056504","Camèlies","0070","0080","2","07","016","137","33","077","08024"
"056606","Ptge Camèlies","0001","0009","1","07","019","137","33","080","08024"
"056606","Ptge Camèlies","0002","0012","2","07","019","137","33","080","08024"
"056708","Camil Fabra","0001B","0027","1","09","053","192","60","073","08030"
"056708","Camil Fabra","0002","0032","2","09","054","192","60","072","08030"
"056800","Camil Oliveras","0001","0019","1","07","051","143","35","065","08032"
"056800","Camil Oliveras","0021","0039","1","07","030","139","35","067","08032"
"056800","Camil Oliveras","0041","0055","1","07","029","139","35","069","08032"
"056800","Camil Oliveras","0002","0070","2","07","052","144","36","103","08032"
"057008","Ptge Caminal","0001B","0019","1","10","058","212","68","026","08005"
"057008","Ptge Caminal","0002","0026","2","10","058","212","68","026","08005"
"057100","Camós","0001B","0001B","1","08","047","165","46","084","08031"
"057100","Camós","0001","0007","1","08","049","166","47","084","08031"
"057100","Camós","0002B","0012","2","08","049","166","47","086","08031"
"057201","Camp","0001","0015","1","05","050","104","26","049","08021"
"057201","Camp","0017","0051","1","05","042","103","25","117","08022"
"057201","Camp","0053","0091","1","05","043","103","25","120","08022"
"057201","Camp","0002","0026","2","05","050","104","26","050","08021"
"057201","Camp","0028","0056","2","05","042","103","25","117","08022"
"057201","Camp","0058","0092","2","05","043","103","25","119","08022"
"057303","Pl Camp","0001","0001","1","05","042","103","25","118","08022"
"057303","Pl Camp","0003","0005","1","05","043","103","25","119","08022"
"057303","Pl Camp","0002","0002","2","05","042","103","25","118","08022"
"057303","Pl Camp","0004","0006","2","05","043","103","25","120","08022"
"057303","Pl Camp","0007","0007","1","05","042","103","25","118","08022"
"057507","Campeny","0001B","0037","1","09","035","190","60","099","08030"
"057507","Campeny","0002","0024","2","09","036","190","60","100","08030"
"057507","Campeny","0026","0032","2","09","034","190","60","102","08030"
"057609","Campins","0001S","0019","1","09","006","183","58","144","08030"
"057609","Campins","0012","0032","2","09","006","183","58","144","08030"
"057609","Campins","0002","0010","2","09","007","183","58","144","08030"
"057700","Ptge Camp","0001","0011","1","10","042","208","66","019","08018"
"057700","Ptge Camp","0002","0012","2","10","042","208","66","019","08018"
"057802","Camp Arriassa","0051","0095","1","10","139","232","73","223","08020"
"057802","Camp Arriassa","0042","0082","2","10","138","232","73","226","08020"
"057802","Camp Arriassa","0084","0112","2","10","137","232","73","225","08020"
"057802","Camp Arriassa","0097","0137","1","10","136","232","73","224","08020"
"057904","Campo Florido","0009","0053","1","09","082","198","62","052","08027"
"057904","Campo Florido","0002","0032","2","09","081","198","62","051","08027"
"057904","Campo Florido","0034","0068","2","09","082","198","62","053","08027"
"057904","Campo Florido","0001","0005","1","09","083","199","63","019","08027"
"058000","Camp d'en Vidal","0009","0015","1","05","072","109","26","033","08021"
"058000","Camp d'en Vidal","0002","0008","2","05","070","109","26","034","08021"
"058000","Camp d'en Vidal","0010","0020","2","05","072","109","26","033","08021"
"058000","Camp d'en Vidal","0001","0007","1","05","070","109","26","034","08021"
"058102","Campoamor","0002","0044","2","07","110","154","43","176","08031"
"058102","Campoamor","0046","0066","2","07","111","154","43","176","08031"
"058102","Campoamor","0001","0079","1","07","111","154","43","174","08031"
"058204","Ptge Camps Elisis","0001","0011","1","02","080","035","07","192","08008"
"058204","Ptge Camps Elisis","0002","0010","2","02","080","035","07","192","08008"
"058306","Campreciós","0001","0031","1","08","074","171","50","169","08042"
"058306","Campreciós","0033","0041","1","08","067","170","50","183","08042"
"058306","Campreciós","0002","0030","2","08","074","171","50","168","08042"
"058306","Campreciós","0032","0034","2","08","067","170","50","183","08042"
"058408","Camprodon","0001","0035","1","06","058","129","31","026","08012"
"058408","Camprodon","0002","0036","2","06","058","129","31","026","08012"
"058500","Camps i Fabrés","0001","0015","1","05","082","111","27","075","08006"
"058500","Camps i Fabrés","0002","0010","2","05","083","111","27","076","08006"
"058521","Can Balasch","0006","0006","2","05","001","091","22","183","08017"
"058532","Camí Can Balasch","0001","0113","1","05","001","091","22","183","08017"
"058532","Camí Can Balasch","0002","0110","2","05","001","091","22","183","08017"
"058543","Can Basseda","0001B","0051","1","05","002","092","22","182","08017"
"058543","Can Basseda","0002","0048","2","05","002","092","22","182","08017"
"058554","Can Bruixa","0001","0019","1","04","031","084","19","026","08028"
"058554","Can Bruixa","0021","0045","1","04","010","078","19","039","08014"
"058554","Can Bruixa","0002","0002","2","04","034","084","19","021","08028"
"058554","Can Bruixa","0004","0022","2","04","031","084","19","022","08028"
"058554","Can Bruixa","0024","0046","2","04","009","077","19","027","08014"
"058598","Camí Can Castellví","0001","0043","1","05","001","091","22","183","08017"
"058598","Camí Can Castellví","0002","0042","2","05","001","091","22","183","08017"
"058601","Can Caralleu","0001B","0009","1","05","005","093","23","172","08017"
"058601","Can Caralleu","0011","0021","1","05","007","095","23","172","08017"
"058601","Can Caralleu","0023","0035","1","05","006","094","23","172","08034"
"058601","Can Caralleu","0002","0018","2","05","005","093","23","172","08017"
"058612","Can Clos","0001","0011","1","03","038","064","13","078","08038"
"058612","Can Clos","0002","0010","2","03","038","064","13","078","08038"
"058634","Camí Can Clos","0001","0009","1","03","038","064","13","077","08038"
"058780","Camí Mas Sauró","0001","0083","1","05","001","091","22","183","08017"
"058780","Camí Mas Sauró","0002","0032","2","05","001","091","22","183","08017"
"058907","Canaan","0001","0005","1","06","010","116","28","159","08035"
"058907","Canaan","0002B","0006","2","07","089","150","39","194","08035"
"059003","Ptge Canadell","0001","0019","1","02","036","025","06","314","08025"
"059003","Ptge Canadell","0002A","0016","2","02","036","025","06","314","08025"
"059105","Canalejas","0001","0047","1","03","097","073","18","179","08028"
"059105","Canalejas","0049","0107","1","03","072","070","17","182","08028"
"059105","Canalejas","0002B","0014","2","03","096","073","18","180","08028"
"059105","Canalejas","0016B","0016B","2","03","095","073","18","180","08028"
"059105","Canalejas","0016","0016","2","03","096","073","18","180","08028"
"059105","Canalejas","0018","0024","2","03","095","073","18","180","08028"
"059105","Canalejas","0026","0030","2","03","073","070","17","191","08028"
"059105","Canalejas","0032","0054","2","03","074","070","17","190","08028"
"059105","Canalejas","0056","0088","2","03","075","070","17","189","08028"
"059207","Canàries","0001","0025","1","05","032","100","25","179","08017"
"059207","Canàries","0002","0020","2","05","032","100","25","179","08017"
"059309","Cançó","0001","0009","1","07","096","151","40","201","08035"
"059309","Cançó","0002","0008","2","07","096","151","40","201","08035"
"059400","Candeles","0001","0011","1","01","047","017","04","048","08003"
"059400","Candeles","0002","0008","2","01","047","017","04","048","08003"
"059604","Canet","0001","0043","1","05","011","095","23","165","08017"
"059604","Canet","0002","0050","2","05","011","095","23","165","08017"
"059706","Ptge Canet","0001","0013","1","05","011","095","23","165","08017"
"059706","Ptge Canet","0002","0016","2","05","011","095","23","165","08017"
"059808","Canfranc","0001","0007","1","08","046","165","46","082","08031"
"059808","Canfranc","0009","0015","1","08","047","165","46","084","08031"
"059808","Canfranc","0002","0018","2","08","045","165","46","081","08031"
"059900","Canigó","0001","0023","1","07","106","154","43","162","08031"
"059900","Canigó","0025","0051","1","07","107","154","43","166","08031"
"059900","Canigó","0053B","0095","1","07","108","154","43","178","08031"
"059900","Canigó","0097","0123","1","07","109","154","43","184","08031"
"059900","Canigó","0125","0139","1","07","103","154","43","186","08031"
"059900","Canigó","0002","0024","2","07","106","154","43","163","08031"
"059900","Canigó","0030","0052","2","07","107","154","43","166","08031"
"059900","Canigó","0054","0082","2","07","108","154","43","179","08031"
"059900","Canigó","0084B","0112","2","07","109","154","43","183","08031"
"059900","Canigó","0114","0122","2","07","103","154","43","186","08031"
"060002","Canonge Almera","0001","0041","1","07","055","145","36","107","08032"
"060002","Canonge Almera","0002","0040","2","07","057","145","36","108","08032"
"060104","Pl Canonge Colom","0001","0001","1","01","019","007","01","113","08001"
"060104","Pl Canonge Colom","0002","0002","2","01","019","007","01","113","08001"
"060206","Ptge Canonge Cuffí","0001B","0011","1","02","038","025","06","316","08025"
"060206","Ptge Canonge Cuffí","0002B","0010","2","02","038","025","06","316","08025"
"060308","Canonge Pibernat","0001","0041","1","03","084","071","17","208","08028"
"060308","Canonge Pibernat","0002B","0024","2","03","083","071","17","207","08028"
"060400","Pl Canonge Rodó","0001S","0007","1","10","026","205","65","161","08026"
"060400","Pl Canonge Rodó","0002","0008","2","10","026","205","65","161","08026"
"060501","Bda Canonja","0002","0006","2","01","025","010","02","068","08002"
"060501","Bda Canonja","0001","0001","1","01","025","010","02","068","08002"
"060603","Canovelles","0001B","0031","1","07","091","150","39","188","08035"
"060603","Canovelles","0002","0032","2","07","091","150","39","188","08035"
"060705","Cànoves","0001B","0139","1","07","090","150","39","190","08035"
"060705","Cànoves","0002","0138","2","07","090","150","39","189","08035"
"060807","Cantàbria","0001","0021","1","10","122","229","72","186","08020"
"060807","Cantàbria","0023A","0027","1","10","120","229","72","189","08020"
"060807","Cantàbria","0029","0033","1","10","115","228","72","190","08020"
"060807","Cantàbria","0035B","0035B","1","10","117","228","72","194","08020"
"060807","Cantàbria","0037","0045","1","10","117","228","72","194","08020"
"060807","Cantàbria","0047","0051","1","10","116","228","72","195","08020"
"060807","Cantàbria","0053","0071","1","10","134","231","73","197","08020"
"060807","Cantàbria","0073","0079","1","10","135","231","73","198","08020"
"060807","Cantàbria","0010B","0018","2","10","127","230","73","210","08020"
"060807","Cantàbria","0022","0026","2","10","128","230","73","209","08020"
"060807","Cantàbria","0028","0050","2","10","131","231","73","202","08020"
"060807","Cantàbria","0052","0078","2","10","133","231","73","199","08020"
"060807","Cantàbria","0002","0008","2","10","123","230","73","211","08020"
"060807","Cantàbria","0035","0035","1","10","115","228","72","190","08020"
"060807","Cantàbria","0080","0082","2","10","135","231","73","200","08020"
"061005","Cantera","0001","0021","1","08","065","170","50","186","08042"
"061005","Cantera","0023","0057","1","08","066","170","50","186","08042"
"061005","Cantera","0059","0109","1","08","067","170","50","167","08042"
"061005","Cantera","0002","0066","2","08","066","170","50","185","08042"
"061005","Cantera","0068","0124","2","08","067","170","50","167","08042"
"061050","Pedrera del Mussol","0002","0016","2","03","038","064","13","058","08038"
"061050","Pedrera del Mussol","0001","0015","1","03","038","064","13","078","08038"
"061107","Pedreres","0005","0037","1","03","007","056","11","044","08004"
"061107","Pedreres","0002","0036","2","03","007","056","11","039","08004"
"061300","Ptge Cantí","0002","0014","2","10","064","214","68","025","08005"
"061300","Ptge Cantí","0001","0015","1","10","064","214","68","025","08005"
"061402","Canuda","0001","0047","1","01","022","009","02","063","08002"
"061402","Canuda","0002","0032","2","01","022","009","02","063","08002"
"061504","Canyameres","0001","0025","1","08","087","175","52","133","08016"
"061504","Canyameres","0027","0035","1","08","088","175","52","132","08016"
"061504","Canyameres","0024","0038","2","08","088","175","52","132","08016"
"061504","Canyameres","0002","0022","2","08","087","175","52","133","08016"
"061606","Canyelles","0001","0003","1","05","013","095","23","164","08034"
"061606","Canyelles","0002","0006","2","05","013","095","23","164","08034"
"061708","Canó","0001","0003","1","06","050","127","31","080","08012"
"061708","Canó","0002","0010","2","06","050","127","31","080","08012"
"061800","Cap de Guaita","0008","0016","2","03","053","067","15","093","08014"
"061800","Cap de Guaita","0007","0019","1","03","053","067","15","093","08014"
"061901","Cap del Món","0001","0007","1","01","046","016","04","030","08003"
"061901","Cap del Món","0002","0006","2","01","046","016","04","030","08003"
"062008","Ptge Capdevila","0002","0016","2","07","120","156","43","153","08032"
"062008","Ptge Capdevila","0001","0013","1","07","120","156","43","153","08032"
"062100","Capella","0007","0029","1","09","085","199","63","016","08041"
"062100","Capella","0002","0020","2","09","085","199","63","016","08041"
"062201","Capellades","0001","0013","1","06","011","117","28","153","08023"
"062201","Capellades","0002B","0010","2","06","012","117","28","152","08023"
"062303","Capellans","0001","0017","1","01","023","009","02","068","08002"
"062303","Capellans","0002","0024","2","01","023","009","02","068","08002"
"062450","Capella C Caralleu","0001","0023","1","05","005","093","23","173","08017"
"062450","Capella C Caralleu","0002A","0028","2","05","005","093","23","173","08017"
"062507","Capità Arenas","0001","0009","1","04","050","088","21","075","08034"
"062507","Capità Arenas","0011","0029","1","04","051","088","21","074","08034"
"062507","Capità Arenas","0031","0053","1","05","017","096","23","154","08034"
"062507","Capità Arenas","0002","0036","2","04","050","088","21","075","08034"
"062507","Capità Arenas","0038","0060","2","05","018","096","23","153","08034"
"062507","Capità Arenas","0062","0070","2","05","016","096","23","150","08034"
"062507","Capità Arenas","0055","0063","1","05","016","096","23","151","08034"
"062609","Av Icària","0123","0185","1","10","053","210","67","014","08005"
"062609","Av Icària","0187","0197","1","10","052","210","67","014","08005"
"062609","Av Icària","0199","0219","1","10","056","212","68","014","08005"
"062609","Av Icària","0130","0202","2","10","055","211","67","014","08005"
"062609","Av Icària","0204","0204","2","10","059","213","68","014","08005"
"062609","Av Icària","0119","0121","1","10","054","210","67","013","08005"
"062609","Av Icària","0090","0128","2","10","054","210","67","012","08005"
"062700","Bosch i Gimpera","0001","0029","1","04","055","090","21","081","08034"
"062700","Bosch i Gimpera","0031","0035","1","04","056","090","21","081","08034"
"062700","Bosch i Gimpera","0002","0004","2","04","055","090","21","081","08034"
"062700","Bosch i Gimpera","0006","0038","2","05","006","094","23","156","08034"
"062755","Riera de Tena","0001","0017","1","03","068","069","16","115","08014"
"062755","Riera de Tena","0019","0043","1","03","098","073","18","112","08014"
"062755","Riera de Tena","0002","0024","2","03","063","069","16","115","08014"
"062755","Riera de Tena","0026","0044","2","03","098","073","18","121","08014"
"062755","Riera de Tena","0046","0060","2","03","100","073","18","121","08014"
"062802","Caponata","0001","0007","1","05","015","096","23","159","08034"
"062802","Caponata","0009","0027","1","05","014","096","23","158","08034"
"062802","Caponata","0029","0029","1","05","006","094","23","156","08034"
"062802","Caponata","0031","0043","1","05","014","096","23","158","08034"
"062802","Caponata","0002","0020","2","05","013","095","23","161","08034"
"062802","Caponata","0022","0026","2","05","006","094","23","156","08034"
"062904","Capçanes","0001","0075","1","08","108","179","54","195","08033"
"062904","Capçanes","0002","0076","2","08","108","179","54","195","08033"
"063000","Capsec","0001","0015","1","08","049","166","47","086","08031"
"063102","Capcir","0001","0027","1","07","102","153","42","208","08035"
"063102","Capcir","0002","0022","2","07","102","153","42","208","08035"
"063204","Ptge Caputxins","0001","0011","1","02","058","028","07","171","08037"
"063204","Ptge Caputxins","0002","0012","2","02","058","028","07","171","08037"
"063306","Caputxes","0001","0005","1","01","046","016","04","030","08003"
"063306","Caputxes","0002","0010","2","01","046","016","04","030","08003"
"063408","Carabassa","0001","0021","1","01","031","012","02","083","08002"
"063408","Carabassa","0002","0012","2","01","031","012","02","084","08002"
"063601","T Carabassa","0002","0002","2","07","057","145","36","147","08032"
"063703","Caravel·la La Niña","0001","0025","1","04","023","081","19","071","08017"
"063703","Caravel·la La Niña","0002","0012","2","04","023","081","19","071","08017"
"063703","Caravel·la La Niña","0014","0024","2","04","024","081","19","071","08017"
"063805","Caravel·la Pinta","0001","0003","1","04","023","081","19","071","08017"
"063805","Caravel·la Pinta","0002","0006","2","04","023","081","19","071","08017"
"063850","Caracas","0001","0053","1","09","009","184","59","141","08030"
"063850","Caracas","0055","0063","1","09","007","183","58","142","08030"
"063850","Caracas","0002A","0050","2","09","009","184","59","141","08030"
"063850","Caracas","0052","0060","2","09","007","183","58","143","08030"
"063907","T Can Caralleu","0001","0025","1","05","005","093","23","173","08017"
"063907","T Can Caralleu","0002B","0062","2","05","005","093","23","172","08017"
"064105","Carassa","0001","0001","1","01","046","016","04","031","08003"
"064105","Carassa","0002","0006","2","01","045","016","04","032","08003"
"064207","Carbonell","0001A","0009","1","01","042","015","03","016","08003"
"064207","Carbonell","0002","0006","2","01","042","015","03","016","08003"
"064309","Ptge Carbonell","0001","0011","1","01","042","015","03","016","08003"
"064309","Ptge Carbonell","0002","0010","2","01","042","015","03","016","08003"
"064400","Carcassona","0001","0013","1","10","087","220","70","090","08019"
"064400","Carcassona","0002","0012","2","10","087","220","70","090","08019"
"064502","Cardedeu","0001","0021","1","06","012","117","28","150","08023"
"064502","Cardedeu","0023B","0023B","1","06","011","117","28","152","08023"
"064502","Cardedeu","0023","0023","1","06","012","117","28","150","08023"
"064502","Cardedeu","0025","0069","1","06","011","117","28","152","08023"
"064502","Cardedeu","0002","0026","2","06","012","117","28","150","08023"
"064502","Cardedeu","0028","0068","2","06","015","118","29","149","08023"
"064604","Ptge Cardedeu","0001","0043","1","06","012","117","28","150","08023"
"064604","Ptge Cardedeu","0002","0040","2","06","012","117","28","150","08023"
"064706","Cardenal Casañas","0001","0021","1","01","028","011","02","066","08002"
"064706","Cardenal Casañas","0002","0016","2","01","028","011","02","071","08002"
"065006","Pl Card Cicognani","0001","0009","1","09","074","197","62","069","08027"
"065006","Pl Card Cicognani","0002","0008","2","09","074","197","62","069","08027"
"065108","Cardenal Cisneros","0001","0029","1","09","044","191","60","092","08030"
"065108","Cardenal Cisneros","0002","0044","2","09","044","191","60","092","08030"
"065200","Cardenal Reig","0001","0009","1","04","047","086","20","001","08028"
"065200","Cardenal Reig","0011B","0033","1","04","046","086","20","001","08028"
"065200","Cardenal Reig","0035S","0061","1","04","043","086","20","007","08028"
"065200","Cardenal Reig","0002B","0002B","2","04","045","086","20","002","08028"
"065200","Cardenal Reig","0002","0002","2","04","047","086","20","004","08028"
"065200","Cardenal Reig","0004","0028","2","04","045","086","20","002","08028"
"065200","Cardenal Reig","0030","0040","2","04","044","086","20","005","08028"
"065200","Cardenal Reig","0042","0052","2","04","043","086","20","007","08028"
"065301","Cardenal Sentmenat","0001","0023","1","05","012","095","23","162","08017"
"065301","Cardenal Sentmenat","0002","0006","2","05","012","095","23","162","08017"
"065301","Cardenal Sentmenat","0025","0043","1","05","011","095","23","163","08017"
"065403","Card Tedeschini","0001","0013","1","09","070","196","61","044","08027"
"065403","Card Tedeschini","0025","0045","1","09","074","197","62","069","08027"
"065403","Card Tedeschini","0047","0065","1","09","077","197","62","068","08027"
"065403","Card Tedeschini","0067","0081","1","09","076","197","62","065","08027"
"065403","Card Tedeschini","0024","0090","2","09","075","197","62","070","08027"
"065403","Card Tedeschini","0015","0023","1","09","072","196","61","046","08027"
"065403","Card Tedeschini","0002","0022","2","09","071","196","61","045","08027"
"065505","Card Vives i Tutó","0001","0025","1","05","006","094","23","156","08034"
"065505","Card Vives i Tutó","0057","0067","1","05","015","096","23","159","08034"
"065505","Card Vives i Tutó","0002","0018B","2","05","006","094","23","156","08034"
"065505","Card Vives i Tutó","0018","0018","2","05","006","094","23","156","08034"
"065505","Card Vives i Tutó","0020","0054","2","05","014","096","23","157","08034"
"065505","Card Vives i Tutó","0029","0055","1","05","014","096","23","158","08034"
"065505","Card Vives i Tutó","0018C","0018C","2","05","014","096","23","157","08034"
"065505","Card Vives i Tutó","0056","0066","2","05","015","096","23","159","08034"
"065607","Carders","0001","0003","1","01","047","017","04","049","08003"
"065607","Carders","0005","0031","1","01","048","017","04","049","08003"
"065607","Carders","0033","0051","1","01","053","019","04","043","08003"
"065607","Carders","0002","0036","2","01","048","017","04","048","08003"
"065607","Carders","0044","0048","2","01","054","019","04","036","08003"
"065800","Cardó","0001","0013","1","03","091","072","18","174","08028"
"065800","Cardó","0002","0010","2","03","091","072","18","174","08028"
"065902","Cardona","0002","0010","2","01","014","006","01","133","08001"
"065902","Cardona","0001","0011","1","01","017","006","01","137","08001"
"066009","Pl Cardona","0001","0011","1","05","070","109","26","024","08006"
"066009","Pl Cardona","0002","0010","2","05","070","109","26","024","08006"
"066100","Cardener","0001","0027","1","06","027","120","30","104","08024"
"066100","Cardener","0002","0056","2","06","028","121","31","105","08024"
"066100","Cardener","0058","0082","2","06","029","121","31","117","08024"
"066100","Cardener","0029","0059","1","06","026","120","30","104","08024"
"066304","Cariteo","0001B","0015","1","03","024","059","11","036","08004"
"066304","Cariteo","0002","0026","2","03","024","059","11","036","08004"
"066508","G.V. Carles III","0001","0025","1","04","037","085","20","019","08028"
"066508","G.V. Carles III","0045","0045","1","04","048","087","20","010","08028"
"066508","G.V. Carles III","0047","0069","1","04","084","","20","010","08028"
"066508","G.V. Carles III","0109","0141","1","04","050","088","21","075","08034"
"066508","G.V. Carles III","0002","0044","2","04","034","084","19","020","08028"
"066508","G.V. Carles III","0046M","0060","2","04","030","083","19","066","08028"
"066508","G.V. Carles III","0116","0158","2","04","024","081","19","071","08034"
"066508","G.V. Carles III","0027","0043","1","04","036","085","20","011","08028"
"066508","G.V. Carles III","0071","0107","1","04","049","087","20","008","08028"
"066508","G.V. Carles III","0062","0114","2","04","029","083","19","066","08028"
"066600","Pl Carlos Ibáñez","0001","0001","1","03","022","058","11","009","08038"
"066600","Pl Carlos Ibáñez","0002","0002","2","03","022","058","11","009","08038"
"066600","Pl Carlos Ibáñez","0004","0004","2","03","024","059","11","059","08038"
"066600","Pl Carlos Ibáñez","0003","0003","1","03","024","059","11","059","08038"
"066701","Pl Vallvidrera","0002","0002","2","05","003","092","22","182","08017"
"066701","Pl Vallvidrera","0004","0004","2","05","002","092","22","182","08017"
"066701","Pl Vallvidrera","0006","0008","2","05","003","092","22","180","08017"
"066701","Pl Vallvidrera","0001","0009","1","05","003","092","22","182","08017"
"066803","Carles Pirozzini","0007","0009","1","06","009","116","28","158","08035"
"066803","Carles Pirozzini","0002","0006","2","05","033","101","25","099","08035"
"066803","Carles Pirozzini","0001","0005","1","05","033","101","25","100","08035"
"066803","Carles Pirozzini","0008","0014","2","06","009","116","28","158","08035"
"066905","Ptge Carlota Mena","0001","0021","1","10","052","210","67","014","08005"
"066905","Ptge Carlota Mena","0002","0020","2","10","052","210","67","014","08005"
"067001","Ctra Carmel","0001","0017","1","06","023","120","30","123","08024"
"067001","Ctra Carmel","0021","0023","1","06","018","119","30","124","08024"
"067001","Ctra Carmel","0025","0039","1","07","061","147","37","125","08024"
"067001","Ctra Carmel","0002","0002","2","06","023","120","30","123","08024"
"067001","Ctra Carmel","0060","0060","2","07","022","138","34","089","08024"
"067001","Ctra Carmel","0062","0070","2","07","023","138","34","092","08024"
"067001","Ctra Carmel","0072","0110","2","07","060","146","37","093","08024"
"067001","Ctra Carmel","0019","0019","1","06","022","120","30","124","08024"
"067001","Ctra Carmel","0004","0058","2","07","021","138","34","088","08024"
"067103","Rbla Carmel","0001","0055","1","07","071","148","37","148","08032"
"067103","Rbla Carmel","0095","0125","1","07","058","145","36","098","08032"
"067103","Rbla Carmel","0002A","0044","2","07","071","148","37","145","08032"
"067103","Rbla Carmel","0046","0072","2","07","070","147","37","110","08032"
"067103","Rbla Carmel","0057","0093","1","07","070","147","37","109","08032"
"067103","Rbla Carmel","0074","0116","2","07","067","147","37","112","08032"
"067205","T Carmel","0001","0025","1","07","057","145","36","147","08032"
"067205","T Carmel","0002","0024","2","07","057","145","36","147","08032"
"067307","Carme","0001","0079","1","01","019","007","01","112","08001"
"067307","Carme","0081","0109","1","01","011","005","01","115","08001"
"067307","Carme","0002","0044","2","01","020","007","01","147","08001"
"067307","Carme","0046","0080","2","01","018","007","01","145","08001"
"067307","Carme","0082","0084","2","01","014","006","01","131","08001"
"067307","Carme","0102","0116","2","01","013","005","01","130","08001"
"067409","Pl Carme","0001","0001","1","04","020","079","19","055","08029"
"067409","Pl Carme","0003B","0007","1","04","017","079","19","048","08029"
"067409","Pl Carme","0002","0006","2","04","017","079","19","048","08029"
"067409","Pl Carme","0008","0008","2","04","020","079","19","055","08029"
"067602","Carme Karr","0001","0009","1","05","009","095","23","169","08034"
"067602","Carme Karr","0011","0023","1","05","010","095","23","169","08034"
"067602","Carme Karr","0002","0010","2","05","009","095","23","169","08034"
"067602","Carme Karr","0012","0024","2","05","010","095","23","169","08034"
"067704","Castell d'Olorda","0001","0015","1","04","056","090","21","082","08034"
"067704","Castell d'Olorda","0002","0016","2","04","056","090","21","082","08034"
"067806","Carolines","0001","0017","1","06","040","124","31","090","08012"
"067806","Carolines","0019","0027","1","06","041","124","31","088","08012"
"067806","Carolines","0002","0030","2","06","040","124","31","089","08012"
"067908","Cro Carolines","0001","0011","1","06","040","124","31","089","08012"
"067908","Cro Carolines","0002","0020","2","06","040","124","31","089","08012"
"068004","Carrencà","0001","0029","1","05","026","099","24","132","08017"
"068004","Carrencà","0002","0040","2","05","026","099","24","131","08017"
"068106","Carrera","0017","0025","1","03","020","058","11","001","08004"
"068106","Carrera","0002","0036","2","03","020","058","11","001","08004"
"068208","Carreras","0001","0013","1","04","053","089","21","078","08034"
"068208","Carreras","0002B","0014","2","04","053","089","21","077","08034"
"068230","Ptge Carreras","0001","0047","1","08","108","179","54","195","08033"
"068230","Ptge Carreras","0002","0048","2","08","108","179","54","195","08033"
"068401","Carreras i Candi","0001","0049","1","03","078","070","17","198","08028"
"068401","Carreras i Candi","0051","0077","1","03","075","070","17","189","08028"
"068401","Carreras i Candi","0079","0091","1","03","072","070","17","184","08028"
"068401","Carreras i Candi","0093","0101","1","03","071","070","17","185","08028"
"068401","Carreras i Candi","0103","0115","1","03","070","070","17","186","08028"
"068401","Carreras i Candi","0002","0020","2","03","079","070","17","200","08028"
"068401","Carreras i Candi","0022","0044","2","03","077","070","17","198","08028"
"068401","Carreras i Candi","0046","0060","2","03","076","070","17","196","08028"
"068401","Carreras i Candi","0062","0084","2","03","075","070","17","189","08028"
"068401","Carreras i Candi","0086","0086","2","03","072","070","17","188","08028"
"068401","Carreras i Candi","0088","0100","2","03","071","070","17","187","08028"
"068401","Carreras i Candi","0102","0116","2","03","070","070","17","186","08028"
"068503","Carretes","0001","0023","1","01","010","004","01","120","08001"
"068503","Carretes","0025","0061","1","01","008","004","01","118","08001"
"068503","Carretes","0063","0081","1","01","004","002","01","103","08001"
"068503","Carretes","0002","0044","2","01","009","004","01","122","08001"
"068503","Carretes","0046","0060","2","01","008","004","01","104","08001"
"068503","Carretes","0062B","0078","2","01","004","002","01","103","08001"
"068605","Pl Carril","0001","0003","1","05","025","099","24","139","08017"
"068605","Pl Carril","0002","0004","2","05","025","099","24","139","08017"
"068707","Carroç","0001B","0065","1","05","005","093","23","174","08017"
"068707","Carroç","0002A","0042","2","05","005","093","23","","08017"
"068809","Ptge Carsi","0001","0013","1","02","034","025","06","284","08025"
"068809","Ptge Carsi","0002B","0016","2","02","034","025","06","284","08025"
"068900","Cartagena","0149","0167","1","02","022","023","06","273","08013"
"068900","Cartagena","0171","0193","1","02","023","023","06","274","08013"
"068900","Cartagena","0195","0209","1","02","029","024","06","275","08013"
"068900","Cartagena","0211","0229","1","02","028","024","06","278","08013"
"068900","Cartagena","0231","0239","1","02","032","024","06","280","08013"
"068900","Cartagena","0241","0259","1","02","033","025","06","283","08025"
"068900","Cartagena","0261B","0281","1","02","037","025","06","315","08025"
"068900","Cartagena","0283","0305","1","02","039","025","06","311","08025"
"068900","Cartagena","0307","0319","1","02","040","025","06","310","08025"
"068900","Cartagena","0321","0335","1","07","011","136","33","021","08025"
"068900","Cartagena","0337","0369","1","07","012","136","33","016","08025"
"068900","Cartagena","0371","0375","1","07","013","136","33","015","08025"
"068900","Cartagena","0377","0383","1","07","014","137","33","075","08024"
"068900","Cartagena","0385","0403","1","07","015","137","33","074","08024"
"068900","Cartagena","0160","0186","2","02","022","023","06","273","08013"
"068900","Cartagena","0188","0206","2","02","030","024","06","276","08013"
"068900","Cartagena","0208","0228","2","02","031","024","06","277","08013"
